4070245	12743.5322847
4344544	14578.4976133
4215307	11241.7348616
5285039	10840.8780707
4673179	11696.7758828
4047656	6400.59869715
5493998	7280.56352417
5815135	14807.3014411
5391891	4216.71308464
4056099	12585.7563951
4151245	16892.3749049
4155535	15423.3177693
4158449	13398.9925233
4174301	13330.0287815
4196508	6732.14549109
4191014	7043.64888816
4255818	7410.10185603
4310411	9570.12591132
4287837	6583.48660725
4347820	3066.97661017
7198188	2105.64516596
4372589	4289.95264843
4406835	3125.44246712
4407084	2166.63621509
4422178	9719.20737349
4431425	14281.8104572
4481511	17605.0975594
4475520	13847.8232071
4527624	3738.04952996
4534444	18257.0744246
4592843	4588.55824514
4735729	6756.07616259
4697444	4804.64392086
4740157	14774.4270221
4739690	11561.884741
4703071	18332.7980273
4744106	69.9873929879
4749005	15138.8356337
4752046	7673.73365437
4752215	14018.1837389
4753684	10117.704009
4755298	17774.8322013
4758109	688.38903058
4760084	3563.17547283
4763237	6404.66852457
4764849	9648.73742211
4771099	13049.0395518
4771426	1260.24746652
4776037	11488.9530645
4776242	12882.4916346
4778642	10212.3781469
4780019	12962.9133314
4780851	16292.244601
4781756	8217.12411391
4782241	15550.8495281
4784205	15505.4480798
4788160	13579.2550936
4787467	8589.73390343
4792534	8597.39854236
4794134	2740.9246913
5151606	13044.9828486
4899519	18306.881153
4898722	13056.3088264
5004681	18462.0824527
4985190	9249.26387439
5000477	15344.0243389
4997130	16332.9860644
5009706	14189.0136528
5128316	6690.73212621
6941775	5854.34858061
5113792	16298.7469424
5112738	6023.19203347
5118116	17678.3812158
5122534	15662.7649702
6332485	6524.87385434
7250946	6704.42627786
5133668	18595.1814726
5161640	8728.20603468
5151896	9158.15712064
5145576	11733.0456464
5153362	15148.3046092
5221078	17822.5844776
5393068	12191.2289337
5391997	9143.0184749
5423573	1639.94786372
5525886	12054.062183
5522430	15208.855599
5128638	15372.545034
7169710	8058.14147632
5415040	1475.25581855
5419396	1120.77196638
5420241	10235.3502745
5431716	2624.33719704
5445820	12962.921772
5478585	18181.6350748
5507669	3873.41801924
5508180	13242.0423255
5520910	4437.38248804
5781925	5450.21002874
5784685	5485.22069958
5790179	3505.33739807
5820705	17389.3890358
4159872	11400.4346147
4736286	13962.2056557
4676547	2136.30269254
4714936	2413.42918747
4158643	3881.31643649
4178270	3496.62480821
4158712	9452.19312764
7217562	9639.84934842
4722147	11269.5804037
4684064	9690.83132437
4678165	13411.1984497
4331987	14547.5381708
4337452	19575.7449034
4318404	17217.7809378
4341715	14118.1925139
4056592	12285.9835725
4053940	13265.2831965
4057517	10899.0706776
4059229	12456.1497553
4695945	9844.62080537
4717770	10794.7769496
5308878	9073.94877377
7262440	8110.09790893
5319409	2789.28814519
4316180	4933.83022337
5454967	7532.0320583
4445717	3999.26298913
5524819	5100.97434112
4180067	5343.41617159
4694710	6431.65826094
5368381	5997.11606797
4187459	8356.70241329
4224239	7161.64275049
4589213	8079.58686097
4587774	8141.5927602
4583989	6590.87689449
5306372	15549.5835674
4550954	17473.2229838
4460324	15016.4298899
4619773	17570.5042259
4652680	17646.3128817
4896861	7456.45247955
4748806	11012.3968702
5341170	9546.00641081
5413481	6559.75362598
5436536	6683.66144663
5435436	5433.60424868
4048572	3993.92555852
5354590	6705.0440605
5539525	12615.1324709
5446275	8083.11930394
5435465	8997.73654866
5435047	7235.91790619
5376101	4871.93533063
5386729	4138.28270686
5396498	2051.55587334
5420926	5219.53798555
5442076	5235.48495775
5445498	3256.20534313
5427526	3129.41296037
5514336	3416.71839303
5446632	3188.49796492
5424440	1440.22091062
5095971	2872.29778824
5576103	1968.43425004
5583173	2247.93650033
5074889	8236.94132349
5162774	7140.70823677
5162767	7466.04390275
5565500	6089.98172615
5565253	3277.78650977
5171871	8819.41862868
7729130	8679.12188944
5560570	3909.76935434
5444907	7446.22029733
5771084	10178.2933817
5081111	7047.85135502
5171643	14625.5067091
5172848	14044.6224427
5696463	13254.0013377
4861712	9469.98048248
5205930	12778.7113241
4861743	14788.8309908
5825405	16610.3623715
4880695	10924.1895544
4870622	11368.4707096
4926802	13635.285857
5562484	12635.3337395
5128148	16543.8966301
5823980	16011.4575914
5610054	18804.6891599
4932165	17161.9202169
5138846	17084.9705387
5138935	17084.9871073
4936231	17637.5699342
4997811	17051.5014202
5586500	16538.8981583
5609454	16145.8685882
5094264	9075.83111308
5590266	5602.85329368
5117867	8509.62166979
5587585	6601.16374303
5598464	3503.4327399
5584508	2828.04951869
5259487	1692.46497522
5016060	4232.87096136
5731315	4185.48803322
5032867	2443.63881309
5606338	2883.06722456
5692786	7644.95797166
5796126	7015.69711866
5811704	10573.8322306
5812148	15423.704053
7260215	17747.2817375
4345638	13552.8324835
5039807	16113.5229624
5790289	16172.9415486
5322021	4987.92450123
4658872	17755.2166597
4603330	17531.7649812
5365687	10850.8956313
5425180	14089.4717065
5386335	9977.33357031
4521978	2115.32460491
5784492	11547.7906958
4920512	14904.7325945
5120956	6167.79566155
5039576	4667.00409087
5036727	4142.71670891
5040864	2240.75635766
5266230	4932.6127713
5046026	3734.53823995
4404807	11632.722538
5758058	3235.17181752
5053645	3442.54107342
5398597	8024.70222676
5094497	15513.3916903
5421327	2231.15837138
5231992	6379.05035673
5332628	4525.90321017
5343792	4800.42297244
4163123	13736.0511925
4186876	9349.43975636
5392329	17389.5914468
5530531	17004.7637733
4261996	8270.15445669
4919627	2853.09736469
4978496	7892.81591793
5160581	17109.990556
4177409	17688.928181
4165763	16449.3374092
4343122	12458.8183178
4992137	2950.88273947
4987969	2998.06148158
5755890	16756.845974
4880327	16915.2013218
4693922	12315.8294274
5205669	10754.0477865
5186715	9924.87426755
5021676	2926.14934342
7261046	2370.75073711
4085392	8834.1927344
4905232	17109.3156075
4917545	11529.2882343
4456938	17963.5234769
4122327	16454.9289436
4935951	15461.0561128
4405434	15674.1672288
5078878	6853.50963426
5551665	4420.74004539
4368320	3696.54858653
7208522	17585.411967
4578104	5249.2527418
4341377	3671.07506312
4422833	5217.03581817
4712711	6243.34838338
5424865	9444.06881505
5363907	4401.14994326
5064432	13470.3944242
7201401	19544.6697231
5139023	17318.707861
4461697	17675.4028264
4475980	17780.1215524
4527720	6298.46520852
5268838	13746.8694836
4599503	4868.39081546
4421547	5097.79050097
5312572	7681.09299177
4723416	6678.87459787
4919277	11578.2177742
4985016	17326.9349182
5273134	5200.13540591
4494053	15650.5464155
4988619	2740.31359444
4913764	15781.7863426
4290651	12359.2000652
7247870	8563.23047687
5723848	4926.14678398
5564102	7853.60939493
4926474	5316.35564403
5340687	18101.1166448
4364519	3465.36529608
5128581	6272.91045246
4179320	7034.42352676
4351021	2090.83273921
4532136	14308.1350419
4703486	4766.82057704
4885392	17404.4010647
5046749	8234.96761379
5141784	13807.8862611
5128594	6706.23993366
5217179	5191.45193201
5251040	6081.66041445
5430806	1440.97477859
5417258	1815.50483944
5709906	9909.53149563
5528613	18134.9647232
5523520	2898.48130882
4106979	17539.2592669
7232148	17028.199563
5278089	4797.94837471
5813521	8284.97645338
5235681	14242.4640027
5527151	5657.9586598
7209040	18002.4126468
7208536	15657.3937371
5528185	11648.2003631
5525208	10793.9498759
4682392	10425.3239115
5712716	17083.0289174
5717316	11723.9702047
5736643	8458.76963809
5731612	9215.76442314
4543342	18180.8159615
4540737	8055.1602835
4537289	6017.06458041
4529531	8197.22017874
4539265	17452.1807222
4531980	8697.46472536
4538808	13698.6518877
8063054	13377.1353439
5148672	13267.492112
5139942	20003.7190182
5514318	10010.8644933
5512515	18087.360702
4500561	2177.33579673
4459620	14202.7027515
7122887	16117.4002649
5030862	11381.2195131
5024544	5219.24159511
4929772	17431.5101057
5733534	3113.56090434
5738690	2931.1290931
4858159	17844.2931226
4857406	16032.6367424
4167465	2985.57009203
7190149	7052.48600483
7150586	1221.73161321
5427691	14246.2913717
5364038	10330.1117932
5377708	4999.13035857
5398168	13990.7672054
5323121	13851.1226213
5323012	3696.85545297
5325943	4025.01223792
5331874	7255.43352628
5372844	6130.3842478
5342441	14599.3409257
5371068	1750.25374359
5332698	1948.1570799
5321473	11074.363646
4059870	10326.5294317
4053062	2979.05624233
4081914	2377.94769139
4120792	9231.22152548
4152574	10088.0906772
4156018	1834.65262276
4161178	10641.3199815
4163049	17803.9663871
4166195	2935.38966445
4167694	17885.6318091
4176380	4905.25291407
4181936	7010.76042891
4185657	9630.24664026
4193699	5202.7830658
4235668	3400.66767749
4241704	5633.49735443
4244099	3583.99257326
4265737	2389.23183867
4292686	6098.27125862
4294494	10531.7948705
4302035	15352.5128015
4303436	11931.7924316
4305504	11639.4629718
4305974	8034.16371419
4313697	6330.89932945
4317639	5245.01057801
4333669	5647.89075858
4338012	15492.9260412
4356783	2264.72939091
4368711	6034.97379353
4386289	7479.19847463
4406282	10065.0787313
4407010	5212.66297975
4413595	5441.4979829
4418478	14059.3466449
4419290	2003.75141054
4422133	2521.21036361
4429295	7815.9438798
4434663	1486.48509099
4440076	11729.6510492
4465088	16289.1706246
4493316	15182.4692465
4525353	6925.22021656
4531405	17566.140866
4535783	14354.006608
4543338	18528.8339191
4550659	17015.9624416
4552707	17629.4336949
4562144	5422.34800393
4593724	5292.02357871
4597499	5241.40656676
4619800	17663.0883118
4626334	16893.6498268
4646571	17480.8727459
4657077	12975.9131557
4659446	14814.6193486
4663494	12285.8175477
4670074	5540.58448755
4673425	11989.3985602
4686593	5504.58202986
4688275	4937.30122564
4693150	10621.4373079
4703223	12391.1145372
4704628	17194.8806757
4705349	2707.26759193
4708308	9409.56542829
4716805	17646.9440595
4726440	5556.52890884
4728328	6643.16844195
4829791	5370.82953128
4830198	2587.72602513
4846960	13391.8818352
4852065	12848.0738078
4866445	17719.0184862
4868907	12620.9248156
4870380	8406.70159702
4880889	17548.9069928
4881346	12706.51897
4888015	14804.8683591
4889426	4801.36472911
4931429	19014.8112036
4991735	16750.9058084
4995514	15640.4572414
5001929	10400.5694082
5004359	15797.1731803
5036420	9949.47598304
5040647	12025.1118539
5046001	2917.21643047
5053156	10821.9890179
5107505	13984.3274453
5112078	7549.18167176
5116303	15932.2020151
5118743	18260.0038228
5122432	16930.4656727
5131692	8145.87604073
5142056	15579.5477108
5146256	9148.62348035
5155207	16101.9566084
5195561	6323.22374402
5216895	3885.87468635
5231851	10574.4336751
5245193	11167.2860126
5257754	15572.6104237
5265838	8457.68075068
5274644	3625.81763408
5278120	839.190267377
