url	unique	type
http://www.hikingupward.com/OVH/SkyMeadows/	0.984781586236856	Loop
http://www.hikingupward.com/OVH/PrinceWilliam/	1	Loop
http://www.hikingupward.com/PNF/MaxPatch/	0.00815916714113956	Out & Back
http://www.hikingupward.com/GWNF/EagleRock/	0.0110505697371974	Out & Back
http://www.hikingupward.com/JNF/ElkGardenBuzzardRock/	0.0118119159123183	Out & Back
http://www.hikingupward.com/OVH/Fountainhead/	0.661423837689422	Loop
http://www.hikingupward.com/NCSP/BearwallowMtnBlueRidgePastures/	0.22391535522412	Out & Back
http://www.hikingupward.com/OVH/HouseMountain/	0.0711125721159406	Out & Back
http://www.hikingupward.com/PNF/NorthHarperCreekFalls/	0.03898946647378	Out & Back
http://www.hikingupward.com/GWNF/OtterCreek/	0.0320554622789669	Out & Back
http://www.hikingupward.com/NCSP/LookoutMountain/	0.753395156052878	Loop
http://www.hikingupward.com/JNF/CoveMountain/	0.996115128297749	Loop
http://www.hikingupward.com/OVH/MasonNeck/	0.359533056389122	Out & Back
http://www.hikingupward.com/SNP/HogbackMountain/	0.895354706557527	Loop
http://www.hikingupward.com/SNP/CampHoover/	0.973070922997256	Loop
http://www.hikingupward.com/GWNF/ThreeTopMountain/	0.969517548219774	Loop
http://www.hikingupward.com/JNF/TinkerCliffsAndyLayneTrail/	5	Unknown
http://www.hikingupward.com/OPH/SunsetRocks/	0.554888221513363	Loop
http://www.hikingupward.com/OVH/KeysGapBuzzardRocks/	0.0331898450720925	Out & Back
http://www.hikingupward.com/JNF/FallingwaterCascadesFlatTop/	0.212055491724816	Out & Back
http://www.hikingupward.com/GWNF/VeachGap/	0.00374321553550632	Out & Back
http://www.hikingupward.com/OMH/BillyGoatTrail/	0.861529719360265	Loop
http://www.hikingupward.com/OVH/GRThompsonWildlifeManagementArea/	5	Unknown
http://www.hikingupward.com/OMH/AnnapolisRockBlackRockCliff/	0.0342432037830578	Out & Back
http://www.hikingupward.com/GWNF/OakKnob/	0.993131410052849	Loop
http://www.hikingupward.com/JNF/CarvinCoveHayRock/	0.0304585288067049	Out & Back
http://www.hikingupward.com/SNP/NicholsonHollow/	0.0516733539180928	Out & Back
http://www.hikingupward.com/NCSP/HighShoalsFalls/	0.84454152703106	Loop
http://www.hikingupward.com/GWNF/EmeraldPond/	0.458822927769369	Out & Back
http://www.hikingupward.com/OVH/AppomattoxHistoryTrail/	5	Unknown
http://www.hikingupward.com/NCSP/IndianCreek/	0.0226533702148858	Out & Back
http://www.hikingupward.com/MNF/HighFalls/	0.0367495183678963	Out & Back
http://www.hikingupward.com/OVH/GoshenPassJumpRock/	0.835807542910282	Loop
http://www.hikingupward.com/OVH/ShenandoahRiver/	5	Unknown
http://www.hikingupward.com/SNP/WhiteOakCedarRun/	0.927977126928879	Loop
http://www.hikingupward.com/JNF/McAfeeKnob/	0.650457655171181	Loop
http://www.hikingupward.com/JNF/DevilsMarbleyard/	0.706075601401857	Loop
http://www.hikingupward.com/GWNF/JerrysRun/	0.970106081805083	Loop
http://www.hikingupward.com/NCSP/BooneForkPriceLake/	0.905093399339447	Loop
http://www.hikingupward.com/JNF/TheCascadesBarneysWall/	0.00579381666617183	Out & Back
http://www.hikingupward.com/OMH/CatoctinMountainPark/	0.916524830472779	Loop
http://www.hikingupward.com/OWVH/HarpersFerryLoudounHeights/	0.181836546441543	Out & Back
http://www.hikingupward.com/SNP/OverallRunBeecherRidge/	0.756972334257559	Loop
http://www.hikingupward.com/OVH/AshbyGap/	0.306043131651261	Out & Back
http://www.hikingupward.com/SNP/BearChurchRock/	0.0128235047936261	Out & Back
http://www.hikingupward.com/SNP/ChesterGapJenkinsGap/	0.979098167940443	Loop
http://www.hikingupward.com/PNF/HawksbillMtnSittingBearMtnDevilsHole/	5	Unknown
http://www.hikingupward.com/SNP/DoubleBearRocks/	0.0214959982431168	Out & Back
http://www.hikingupward.com/GWNF/LittleNorthMountain/	0.990839708602843	Loop
http://www.hikingupward.com/GWNF/DuncanKnob/	0.00415742355758389	Out & Back
http://www.hikingupward.com/GWNF/ElliotKnob/	1	Loop
http://www.hikingupward.com/GWNF/MenekaPeak/	0.969297365296078	Loop
http://www.hikingupward.com/GWNF/IndianGraveRidge/	0.978801818270622	Loop
http://www.hikingupward.com/GWNF/StricklerKnob/	0.0143782887899324	Out & Back
http://www.hikingupward.com/NCSP/SwannanoaMountains/	0.603369075939184	Loop
http://www.hikingupward.com/OMH/SandFlatSalamanderTrail/	0.914920295325809	Loop
http://www.hikingupward.com/GWNF/LaurelRun/	0.880344750105273	Loop
http://www.hikingupward.com/GWNF/ShawlGap/	0.935581115872029	Loop
http://www.hikingupward.com/GWNF/LittleCreaseMountain/	0.00621325598649444	Out & Back
http://www.hikingupward.com/NCSP/RichMountain/	0.52230383239422	Loop
http://www.hikingupward.com/NCSP/StoneMountainWolfRock/	0.69811286071951	Loop
http://www.hikingupward.com/GWNF/MorganRun/	0.951760401705909	Loop
http://www.hikingupward.com/SNP/BuckHollowMarysRock/	0.599466931515229	Loop
http://www.hikingupward.com/OVH/BuzzardHill/	0.0193549037278259	Out & Back
http://www.hikingupward.com/SNP/PineyBranch/	0.69280488265535	Loop
http://www.hikingupward.com/OMH/CandOCanalWeavertonCliff/	0.0105380026114772	Out & Back
http://www.hikingupward.com/SNP/OldRag/	0.944400444407036	Loop
http://www.hikingupward.com/GWNF/TorryRidge/	0.95872979250331	Loop
http://www.hikingupward.com/GWNF/LongMountain/	0.99228872375225	Loop
http://www.hikingupward.com/SNP/HawksbillFranklinCliffs/	0.981398354554244	Loop
http://www.hikingupward.com/SNP/HazelRiver/	0.593843294202981	Loop
http://www.hikingupward.com/GWNF/GroomsRidgeChestnutridge/	0.991705894977011	Loop
http://www.hikingupward.com/SNP/TrayfootMountainPaineRun/	0.984586541632092	Loop
http://www.hikingupward.com/GWNF/KennedyPeak/	0.991747116608647	Loop
http://www.hikingupward.com/JNF/MountainLakeWilderness/	0.915027073680672	Loop
http://www.hikingupward.com/NCSP/PilotMountain/	0.823509227578641	Loop
http://www.hikingupward.com/SNP/ThreeFalls/	0.975597002107763	Loop
http://www.hikingupward.com/OVH/BlueSuckFalls/	0.955883772740867	Loop
